"postcode","street","town","country"
1343,CLAUSEN (MONTEE DE),LUXEMBOURG,LUXEMBOURG
1344,CLEMENCEAU (RUE GEORGES),LUXEMBOURG,LUXEMBOURG
1345,CLEMENT (RUE FRANTZ),LUXEMBOURG,LUXEMBOURG
1346,CLERVAUX (RUE DE),LUXEMBOURG,LUXEMBOURG
1347,FOIRE INTERNATIONALE (CIRCUIT DE LA),LUXEMBOURG,LUXEMBOURG
1348,COLLING (RUE WALTER),LUXEMBOURG,LUXEMBOURG
1349,COLOMB (RUE CHRISTOPHE),LUXEMBOURG,LUXEMBOURG
1350,CROIX DE GASPERICH (CENTRE DOUANIER),LUXEMBOURG,LUXEMBOURG
1350,GASPERICH (CENTRE DOUANIER CROIX DE),LUXEMBOURG,LUXEMBOURG
1350,BOULER (RUE IN),HOWALD,LUXEMBOURG
1351,COMMERCE (RUE DU),LUXEMBOURG,LUXEMBOURG
1352,CONGREGATION (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1353,PERE CONRAD (RUE),HOWALD,LUXEMBOURG
1353,CONRAD (RUE PERE),HOWALD,LUXEMBOURG
1354,CARMEL (ALLEE DU),LUXEMBOURG,LUXEMBOURG
1355,CONRAD IER (RUE),LUXEMBOURG,LUXEMBOURG
1355,IER (RUE CONRAD),LUXEMBOURG,LUXEMBOURG
1356,COQUELICOTS (RUE DES),LUXEMBOURG,LUXEMBOURG
1357,CHEVALIER (RUE ANDRE),LUXEMBOURG,LUXEMBOURG
1358,COUBERTIN (RUE PIERRE DE),LUXEMBOURG,LUXEMBOURG
1359,COUDENHOVE-KALERGI (RUE RICHARD),LUXEMBOURG,LUXEMBOURG
1360,CARGO CENTER (LUXAIR),SENNINGERBERG,LUXEMBOURG
1361,ORDRE DE LA COURONNE DE CHENE (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1361,COURONNE DE CHENE (RUE DE L'ORDRE DE LA),LUXEMBOURG,LUXEMBOURG
1361,CHENE (RUE DE L'ORDRE DE LA COURONNE DE),LUXEMBOURG,LUXEMBOURG
1362,COUR DU COUVENT,LUXEMBOURG,LUXEMBOURG
1362,COUVENT (COUR DU),LUXEMBOURG,LUXEMBOURG
1363,COUVENT (RUE DU),HOWALD,LUXEMBOURG
1364,CRECY (RUE DE),LUXEMBOURG,LUXEMBOURG
1365,CREPIN (MONTEE ST.),LUXEMBOURG,LUXEMBOURG
1366,CHATAIGNIERS (ALLEE DES),LUXEMBOURG,LUXEMBOURG
1367,CUNEGONDE (PLACE STE.),LUXEMBOURG,LUXEMBOURG
1368,CURE (RUE DU),LUXEMBOURG,LUXEMBOURG
1369,CURIE (RUE MARIE ET PIERRE),LUXEMBOURG,LUXEMBOURG
1370,CROIX (VAL STE.) N° PAIR 2-300,LUXEMBOURG,LUXEMBOURG
1370,CROIX (VAL STE.) N° PAIR 302-310,STRASSEN,LUXEMBOURG
1371,CROIX (VAL STE.) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1372,CHARMES (ALLEE DES),LUXEMBOURG,LUXEMBOURG
1373,CLASEN (RUE DR NICOLAS),LUXEMBOURG,LUXEMBOURG
1374,CHARLY (RUE DU),LUXEMBOURG,LUXEMBOURG
1375,CHENES (RUE DES),LUXEMBOURG,LUXEMBOURG
1376,COPERNICUS (RUE NICOLAUS),LUXEMBOURG,LUXEMBOURG
1409,DUNE (RUE EDMOND),LUXEMBOURG,LUXEMBOURG
1411,DAHLIAS (RUE DES),LUXEMBOURG,LUXEMBOURG
1412,DANTE (RUE),LUXEMBOURG,LUXEMBOURG
1413,DARGENT (PLACE FRANCOIS-JOSEPH),LUXEMBOURG,LUXEMBOURG
1414,DENY (RUE LOUIS),LUXEMBOURG,LUXEMBOURG
1415,DEPORTATION (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1416,DEVENTER (RUE JACQUES DE),LUXEMBOURG,LUXEMBOURG
1417,DICKS (RUE),LUXEMBOURG,LUXEMBOURG
1418,DOMINICAINS (RUE DES),LUXEMBOURG,LUXEMBOURG
1419,DOMMELDANGE (MONTEE DE),LUXEMBOURG,LUXEMBOURG
1420,DIDERICH (AVENUE GASTON),LUXEMBOURG,LUXEMBOURG
1421,DORMANS (RUE DE),LUXEMBOURG,LUXEMBOURG
1422,DRAPERIES (RUE DES),LUXEMBOURG,LUXEMBOURG
1423,DROSBACH (ALLEE),HOWALD,LUXEMBOURG
1424,DUCHSCHER (RUE ANDRE),LUXEMBOURG,LUXEMBOURG
1425,FORT DUMOULIN (RUE DU),LUXEMBOURG,LUXEMBOURG
1425,DUMOULIN (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
1426,DUNANT (RUE HENRI),LUXEMBOURG,LUXEMBOURG
1427,DUPLOYE (RUE EMILE),LUXEMBOURG,LUXEMBOURG
1428,DURBUY (PLACE DE),LUXEMBOURG,LUXEMBOURG
1429,DUTREUX (RUE TONY),LUXEMBOURG,LUXEMBOURG
1430,DUPONG (BOULEVARD PIERRE),LUXEMBOURG,LUXEMBOURG
1431,RESISTANTS ET DES DEPORTES (ALLEE DES),LUXEMBOURG,LUXEMBOURG
1431,DEPORTES (ALLEE DES RESISTANTS ET DES),LUXEMBOURG,LUXEMBOURG
1432,DE SAINT-EXUPERY (RUE ANTOINE),LUXEMBOURG,LUXEMBOURG
1432,SAINT-EXUPERY (RUE ANTOINE DE),LUXEMBOURG,LUXEMBOURG
1433,DARWIN (RUE CHARLES),LUXEMBOURG,LUXEMBOURG
1434,COSTA-DELVAUX (RUE ANDREA),LUXEMBOURG,LUXEMBOURG
1445,EDISON (RUE THOMAS),STRASSEN,LUXEMBOURG
1448,CHATEAU D'EAU (RUE DU),SENNINGERBERG,LUXEMBOURG
1448,EAU D' (RUE DU CHAT),SENNINGERBERG,LUXEMBOURG
1448,BINNEWEE,SENNINGERBERG,LUXEMBOURG
1449,EAU (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1450,EICH (COTE D'),LUXEMBOURG,LUXEMBOURG
1451,EBERHARD (RUE THEODORE) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1452,EBERHARD (RUE THEODORE) N° PAIR,LUXEMBOURG,LUXEMBOURG
1453,ECHTERNACH (ROUTE D'),LUXEMBOURG,LUXEMBOURG
1454,ECOLE (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1455,ECOLE (RUE DE L'),HOWALD,LUXEMBOURG
1456,EGALITE (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1457,EGLANTIERS (RUE DES),LUXEMBOURG,LUXEMBOURG
1458,EGLISE (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1459,ANCIENNE COTE D'EICH,LUXEMBOURG,LUXEMBOURG
1459,COTE D'EICH (ANCIENNE),LUXEMBOURG,LUXEMBOURG
1459,EICH (ANCIENNE COTE D'),LUXEMBOURG,LUXEMBOURG
1460,CHOME-BASTIAN (CHEMIN ALICE),LUXEMBOURG,LUXEMBOURG
1460,EICH (RUE D') N° PAIR,LUXEMBOURG,LUXEMBOURG
1461,EICH (RUE D') N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1462,EICHERFELD,LUXEMBOURG,LUXEMBOURG
1463,FORT ELISABETH (RUE DU),LUXEMBOURG,LUXEMBOURG
1463,ELISABETH (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
1464,ENGELHARDT (RUE FRIEDRICH WILHELM),LUXEMBOURG,LUXEMBOURG
1465,ENGELS (RUE M),LUXEMBOURG,LUXEMBOURG
1466,ENGLING (RUE JEAN),LUXEMBOURG,LUXEMBOURG
1467,ENTRINGER (RUE HENRI),HOWALD,LUXEMBOURG
1468,ERASME (RUE),LUXEMBOURG,LUXEMBOURG
1469,ERMESINDE (RUE),LUXEMBOURG,LUXEMBOURG
1470,SALZHAFF,LUXEMBOURG,LUXEMBOURG
1470,ESCH (ROUTE D') N° IMPAIR 1-97,LUXEMBOURG,LUXEMBOURG
1470,ESCH (ROUTE D') N° PAIR 2-128,LUXEMBOURG,LUXEMBOURG
1471,ESCH (ROUTE D') N° IMPAIR 99-999,LUXEMBOURG,LUXEMBOURG
1471,ESCH (ROUTE D') N° PAIR 130-998,LUXEMBOURG,LUXEMBOURG
1472,ERPELDING (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
1473,ESCH (RUE JEAN-BAPTISTE),LUXEMBOURG,LUXEMBOURG
1474,ESPERANCE (SENTIER DE L'),LUXEMBOURG,LUXEMBOURG
1475,ESPRIT (PLATEAU DU ST.),LUXEMBOURG,LUXEMBOURG
1475,ESPRIT (RUE DU ST.),LUXEMBOURG,LUXEMBOURG
1476,ETALLE (RUE D'),LUXEMBOURG,LUXEMBOURG
1477,ETATS-UNIS (RUE DES),LUXEMBOURG,LUXEMBOURG
1478,ETHE (RUE D'),LUXEMBOURG,LUXEMBOURG
1479,ETOILE (PLACE DE L'),LUXEMBOURG,LUXEMBOURG
1480,EYSCHEN (BOULEVARD PAUL),LUXEMBOURG,LUXEMBOURG
1481,EECHERSCHMELZ (RUE),LUXEMBOURG,LUXEMBOURG
1482,ENGELS (RUE CHARLOTTE),LUXEMBOURG,LUXEMBOURG
1483,EDISON (PLACE THOMAS),STRASSEN,LUXEMBOURG
1484,EINSTEIN (RUE ALBERT),LUXEMBOURG,LUXEMBOURG
1490,EPERNAY (RUE D'),LUXEMBOURG,LUXEMBOURG
1499,EUROPE (PLACE DE L'),LUXEMBOURG,LUXEMBOURG
1499,FORT BERLAIMONT (RUE DU),LUXEMBOURG,LUXEMBOURG
1499,BERLAIMONT (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
1499,FORT THUENGEN (RUE DU),LUXEMBOURG,LUXEMBOURG
1499,THUENGEN (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
1499,EECHELEN (PARK DRAI),LUXEMBOURG,LUXEMBOURG
1508,FELTEN (RUE JOSEPH),HOWALD,LUXEMBOURG
1509,FABER (RUE FRANCOIS),LUXEMBOURG,LUXEMBOURG
1510,FAIENCERIE (AVENUE DE LA) N° 1-100,LUXEMBOURG,LUXEMBOURG
1511,FAIENCERIE (AVENUE DE LA) N° 101-999,LUXEMBOURG,LUXEMBOURG
1512,FEDERSPIEL (RUE PIERRE) N° PAIR 2-2,LUXEMBOURG,LUXEMBOURG
1512,FEDERSPIEL (RUE PIERRE) N° IMPAIR 1-23,LUXEMBOURG,LUXEMBOURG
1512,FEDERSPIEL (RUE PIERRE) N° PAIR 4-12,STRASSEN,LUXEMBOURG
1512,FEDERSPIEL (RUE PIERRE) N° IMPAIR 25-27,STRASSEN,LUXEMBOURG
1513,PRINCE FELIX (BOULEVARD),LUXEMBOURG,LUXEMBOURG
1513,FELIX (BOULEVARD PRINCE),LUXEMBOURG,LUXEMBOURG
1514,FELLER (RUE XAVIER DE),LUXEMBOURG,LUXEMBOURG
1515,FELTGEN (BOULEVARD DR ERNEST),LUXEMBOURG,LUXEMBOURG
1516,CHEMIN DE FER (RUE DU),LUXEMBOURG,LUXEMBOURG
1516,FER (RUE DU CHEMIN DE),LUXEMBOURG,LUXEMBOURG
1517,FERRANT (RUE VICTOR),LUXEMBOURG,LUXEMBOURG
1518,COMTE JOSEPH DE FERRARIS (RUE),LUXEMBOURG,LUXEMBOURG
1518,FERRARIS (RUE COMTE JOSEPH DE),LUXEMBOURG,LUXEMBOURG
1519,FIACRE (RUE ST.),LUXEMBOURG,LUXEMBOURG
1520,FISCHER (RUE ADOLPHE) N° 1-75,LUXEMBOURG,LUXEMBOURG
1521,FISCHER (RUE ADOLPHE) N° 76-999,LUXEMBOURG,LUXEMBOURG
1522,FISCHER (RUE JULES),LUXEMBOURG,LUXEMBOURG
1523,AEROPORT (CITE DE L'),FINDEL,LUXEMBOURG
1524,FLAMMANG (RUE MICHEL),LUXEMBOURG,LUXEMBOURG
1525,FLEMING (RUE ALEXANDRE) N° PAIR 2-8,LUXEMBOURG,LUXEMBOURG
1525,FLEMING (RUE ALEXANDRE) N° IMPAIR 1-3,LUXEMBOURG,LUXEMBOURG
1525,FLEMING (RUE ALEXANDRE) N° PAIR 10-20,STRASSEN,LUXEMBOURG
1525,FLEMING (RUE ALEXANDRE) N° IMPAIR 5-13,STRASSEN,LUXEMBOURG
1526,FLEURI (VAL),LUXEMBOURG,LUXEMBOURG
1527,FOCH (RUE DU MARECHAL),LUXEMBOURG,LUXEMBOURG
1528,FOIRE (BOULEVARD DE LA),LUXEMBOURG,LUXEMBOURG
1529,FOLLEREAU (RUE RAOUL),LUXEMBOURG,LUXEMBOURG
1530,FRANCE (RUE ANATOLE),LUXEMBOURG,LUXEMBOURG
1531,FONDERIE (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1532,FONTAINE (RUE IGNACE DE LA),LUXEMBOURG,LUXEMBOURG
1533,FORAINS (RUE DES),LUXEMBOURG,LUXEMBOURG
1534,FORET (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1535,FORGE (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1536,FOSSE (RUE DU),LUXEMBOURG,LUXEMBOURG
1537,FOYERS (RUE DES),LUXEMBOURG,LUXEMBOURG
1538,FRANCE (PLACE DE),LUXEMBOURG,LUXEMBOURG
1539,FRANCISCAINES (RUE DES),LUXEMBOURG,LUXEMBOURG
1540,FRANKLIN (RUE BENJAMIN),LUXEMBOURG,LUXEMBOURG
1541,FRATERNITE (BOULEVARD DE LA),LUXEMBOURG,LUXEMBOURG
1542,FRESEZ (RUE JEAN-BAPTISTE),LUXEMBOURG,LUXEMBOURG
1543,FRIEDEN (BOULEVARD PIERRE),LUXEMBOURG,LUXEMBOURG
1544,FUNCK-BRENTANO (RUE THEOPHILE),LUXEMBOURG,LUXEMBOURG
1545,FROMMES (RUE HENRI),LUXEMBOURG,LUXEMBOURG
1546,FROMENT (RUE LOUIS DE),LUXEMBOURG,LUXEMBOURG
1547,FISCHBACH (RUE MARCEL),LUXEMBOURG,LUXEMBOURG
1548,FRANZISKA (RUE MERE),LUXEMBOURG,LUXEMBOURG
1549,FRENES (RUE DES),LUXEMBOURG,LUXEMBOURG
1550,FLICK (RUE JOHNY),LUXEMBOURG,LUXEMBOURG
1551,FRANKLIN (RUE ROSALIND),LUXEMBOURG,LUXEMBOURG
1552,FRIEDRICH (RUE EVY),LUXEMBOURG,LUXEMBOURG
1610,GARE (AVENUE DE LA) N° PAIR,LUXEMBOURG,LUXEMBOURG
1611,GARE (AVENUE DE LA) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1613,GANGLER (RUE JEAN-FRANCOIS),LUXEMBOURG,LUXEMBOURG
1614,GANTEBEENSMILLEN,ITZIG,LUXEMBOURG
1615,GASPERI (RUE ALCIDE DE),LUXEMBOURG,LUXEMBOURG
1616,GARE (PLACE DE LA),LUXEMBOURG,LUXEMBOURG
1617,GASPERICH (RUE DE),LUXEMBOURG,LUXEMBOURG
1618,GAULOIS (RUE DES),LUXEMBOURG,LUXEMBOURG
1619,GEHREND (RUE MICHEL),LUXEMBOURG,LUXEMBOURG
1620,GELLE (RUE JEAN-BAPTISTE),LUXEMBOURG,LUXEMBOURG
1621,GENETS (RUE DES),LUXEMBOURG,LUXEMBOURG
1622,GENGOUL (RUE ST.),LUXEMBOURG,LUXEMBOURG
1623,GENISTRE (RUE),LUXEMBOURG,LUXEMBOURG
1624,GIBRALTAR (RUE DE),LUXEMBOURG,LUXEMBOURG
1625,GILLEN (RUE THEODORE),HOWALD,LUXEMBOURG
1626,GIRONDINS (RUE DES),LUXEMBOURG,LUXEMBOURG
1627,GISELBERT (RUE),LUXEMBOURG,LUXEMBOURG
1628,GLACIS (RUE DES),LUXEMBOURG,LUXEMBOURG
1629,TROIS-GLANDS (RUE DES),LUXEMBOURG,LUXEMBOURG
1630,GLESENER (RUE) N° PAIR,LUXEMBOURG,LUXEMBOURG
1631,GLESENER (RUE) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1632,GLUCK (RUE),LUXEMBOURG,LUXEMBOURG
1633,GODART (RUE ANTOINE),LUXEMBOURG,LUXEMBOURG
1634,GODCHAUX (RUE),LUXEMBOURG,LUXEMBOURG
1635,GOEBEL (ALLEE LEOPOLD),LUXEMBOURG,LUXEMBOURG
1636,GOERGEN (RUE WILLY),LUXEMBOURG,LUXEMBOURG
1637,GOETHE (RUE),LUXEMBOURG,LUXEMBOURG
1638,GOLF (RUE DU),SENNINGERBERG,LUXEMBOURG
1639,GONNER (RUE NICOLAS),LUXEMBOURG,LUXEMBOURG
1640,GOUNOD (RUE CHARLES),LUXEMBOURG,LUXEMBOURG
1641,GREDT (RUE NICOLAS),LUXEMBOURG,LUXEMBOURG
1642,GRENIER (RUE EDOUARD),LUXEMBOURG,LUXEMBOURG
1643,GREVE (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1644,GROTTES (RUE DES),LUXEMBOURG,LUXEMBOURG
1645,GRUND (MONTEE DU),LUXEMBOURG,LUXEMBOURG
1646,GRUENEWALD (RUE DU),SENNINGERBERG,LUXEMBOURG
1647,GRUENEWALD (RUE DU) N° 1-75,LUXEMBOURG,LUXEMBOURG
1648,GUILLAUME II (PLACE),LUXEMBOURG,LUXEMBOURG
1648,II (PLACE GUILLAUME),LUXEMBOURG,LUXEMBOURG
1649,GUTENBERG (RUE JOHANNES),LUXEMBOURG,LUXEMBOURG
1650,GUILLAUME (AVENUE) N° PAIR,LUXEMBOURG,LUXEMBOURG
1651,GUILLAUME (AVENUE) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1652,GERNSBACK (RUE HUGO),LUXEMBOURG,LUXEMBOURG
1653,GAULLE (AVENUE CHARLES DE),LUXEMBOURG,LUXEMBOURG
1654,GLAESENER-HARTMANN (RUE MARIE-THERESE),LUXEMBOURG,LUXEMBOURG
1655,GRENDCHEN (AM),LUXEMBOURG,LUXEMBOURG
1656,GALILEI (RUE GALILEO),LUXEMBOURG,LUXEMBOURG
1660,GRAND-RUE N° PAIR,LUXEMBOURG,LUXEMBOURG
1661,GRAND-RUE N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1670,GROMSCHEED,SENNINGERBERG,LUXEMBOURG
1670,DEUTSCH (RUE MICHEL),SENNINGERBERG,LUXEMBOURG
1670,HUESCHTERTERBOESCH (AM),SENNINGERBERG,LUXEMBOURG
1670,CHARLY (UM),SENNINGERBERG,LUXEMBOURG
1670,NEIE WEE,SENNINGERBERG,LUXEMBOURG
1670,GINZEGAASS,SENNINGERBERG,LUXEMBOURG
1670,SCHLEIWEGAASS,SENNINGERBERG,LUXEMBOURG
1670,SPACKELTERGAASS,SENNINGERBERG,LUXEMBOURG
1709,HED (OP DER),SENNINGERBERG,LUXEMBOURG
1710,HENKES (RUE PAUL),LUXEMBOURG,LUXEMBOURG
1711,HAAL (RUE BERNARD),LUXEMBOURG,LUXEMBOURG
1712,HALANZY (RUE DE),LUXEMBOURG,LUXEMBOURG
1713,HAMM (RUE DE),LUXEMBOURG,LUXEMBOURG
1714,HAMM (VAL DE),LUXEMBOURG,LUXEMBOURG
1715,HAMMES (RUE CHARLES-LEON),LUXEMBOURG,LUXEMBOURG
1716,HANSEN (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1717,HARDT (RUE MATHIAS),LUXEMBOURG,LUXEMBOURG
1718,HAUTE (RUE),LUXEMBOURG,LUXEMBOURG
1719,HAUTS-FOURNEAUX (RUE DES),LUXEMBOURG,LUXEMBOURG
1719,CHATEAU DE BEGGEN,LUXEMBOURG,LUXEMBOURG
1719,BEGGEN (CHATEAU DE),LUXEMBOURG,LUXEMBOURG
1720,HEINE (RUE HEINRICH),LUXEMBOURG,LUXEMBOURG
1721,HEIN (RUE NICOLAS),LUXEMBOURG,LUXEMBOURG
1722,HEINTZ (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1723,HELDENSTEIN (RUE JEAN-PIERRE-DAVID),LUXEMBOURG,LUXEMBOURG
1724,PRINCE HENRI (BOULEVARD DU),LUXEMBOURG,LUXEMBOURG
1724,HENRI (BOULEVARD DU PRINCE),LUXEMBOURG,LUXEMBOURG
1725,HENRI VII (RUE),LUXEMBOURG,LUXEMBOURG
1725,VII (RUE HENRI),LUXEMBOURG,LUXEMBOURG
1726,HENTGES (RUE PIERRE),LUXEMBOURG,LUXEMBOURG
1727,HERCHEN (RUE ARTHUR),LUXEMBOURG,LUXEMBOURG
1728,MARCHE-AUX-HERBES (RUE DU),LUXEMBOURG,LUXEMBOURG
1728,JUIN 1937 (PLACE DU 6),LUXEMBOURG,LUXEMBOURG
1729,HERTERT (RUE MATHIAS),LUXEMBOURG,LUXEMBOURG
1730,HIPPODROME (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1731,HESPERANGE (RUE DE),LUXEMBOURG,LUXEMBOURG
1732,HESS (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1733,HEYMANNS (RUE HENRI),LUXEMBOURG,LUXEMBOURG
1734,HEMMER (RUE CARLO),LUXEMBOURG,LUXEMBOURG
1735,HOGENBERG (RUE FRANCOIS),LUXEMBOURG,LUXEMBOURG
1736,HEIENHAFF,SENNINGERBERG,LUXEMBOURG
1737,HOUFFALIZE (RUE DE),LUXEMBOURG,LUXEMBOURG
1738,HOUSSE (RUE LUC),LUXEMBOURG,LUXEMBOURG
1739,HUART (RUE FERNAND D'),LUXEMBOURG,LUXEMBOURG
1740,HOLLERICH (RUE DE) N° PAIR,LUXEMBOURG,LUXEMBOURG
1741,HOLLERICH (RUE DE) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
1742,HUBERTY (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
1743,HULSEMANN (RUE MICHEL),LUXEMBOURG,LUXEMBOURG
1744,HUBERT (RUE DE ST.),LUXEMBOURG,LUXEMBOURG
1745,HENGEN (RUE LEON),LUXEMBOURG,LUXEMBOURG
1746,HACKIN (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1747,HEED (OP DER),LUXEMBOURG,LUXEMBOURG
1748,HEMMER (RUE LOU),SENNINGERBERG,LUXEMBOURG
1748,HEMMER (RUE LOU),FINDEL,LUXEMBOURG
1749,HERBER (RUE RUDI),HOWALD,LUXEMBOURG
1750,HUGO (AVENUE VICTOR),LUXEMBOURG,LUXEMBOURG
1751,HAFF (BEIM),FINDEL,LUXEMBOURG
1753,HOFFMANN (RUE LEOPOLD),LUXEMBOURG,LUXEMBOURG
1811,INDUSTRIE (RUE DE L'),LUXEMBOURG,LUXEMBOURG
1812,IERZEWEE,LUXEMBOURG,LUXEMBOURG
1813,INDEPENDANCE (PLACE DE L'),HOWALD,LUXEMBOURG
1814,IRMINE (RUE),LUXEMBOURG,LUXEMBOURG
1815,ITZIG (RUE D'),LUXEMBOURG,LUXEMBOURG
1816,ITZIGERSTEE,ITZIG,LUXEMBOURG
1817,IVOIX (RUE D'),LUXEMBOURG,LUXEMBOURG
1818,JONCS (RUE DES),HOWALD,LUXEMBOURG
1820,JANS (RUE ANTOINE),LUXEMBOURG,LUXEMBOURG
1821,KOCKELSCHEUER (BOULEVARD DE),LUXEMBOURG,LUXEMBOURG
1822,KEVELAER (RUE DE),LUXEMBOURG,LUXEMBOURG
1831,TOUR JACOB (RUE DE LA),LUXEMBOURG,LUXEMBOURG
1831,JACOB (RUE DE LA TOUR),LUXEMBOURG,LUXEMBOURG
1832,JACOBY (RUE JEAN),LUXEMBOURG,LUXEMBOURG
1833,JACQUEMART (BOULEVARD GUSTAVE),LUXEMBOURG,LUXEMBOURG
1834,KOLTZ (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
1835,JARDINIERS (RUE DES),LUXEMBOURG,LUXEMBOURG
1836,JAURES (RUE JEAN),LUXEMBOURG,LUXEMBOURG
1837,KIEFFER (RUE ROSEMARIE),LUXEMBOURG,LUXEMBOURG
1838,JOSEPH (RUE ST.),LUXEMBOURG,LUXEMBOURG
1839,JUNCK (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1840,JOSEPH II (BOULEVARD),LUXEMBOURG,LUXEMBOURG
1840,II (BOULEVARD JOSEPH),LUXEMBOURG,LUXEMBOURG
1841,PALAIS DE JUSTICE (RUE DU),LUXEMBOURG,LUXEMBOURG
1841,JUSTICE (RUE DU PALAIS DE),LUXEMBOURG,LUXEMBOURG
1842,GRAND-DUC JEAN (AVENUE),HOWALD,LUXEMBOURG
1842,JEAN (AVENUE GRAND-DUC),HOWALD,LUXEMBOURG
1843,KILLWEE,FINDEL,LUXEMBOURG
1845,GRANDE-DUCHESSE JOSEPHINE-CHARLOTTE (BOULEVARD),LUXEMBOURG,LUXEMBOURG
1845,JOSEPHINE-CHARLOTTE (BOULEVARD GRANDE-DUCHESSE),LUXEMBOURG,LUXEMBOURG
1846,KOPSTAL (RUE DE),LUXEMBOURG,LUXEMBOURG
1850,KEMMER (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
1851,KAHNT (RUE GUSTAVE),LUXEMBOURG,LUXEMBOURG
1852,KALCHESBRUCK (RUE),LUXEMBOURG,LUXEMBOURG
1853,KAUFFMAN (RUE LEON),LUXEMBOURG,LUXEMBOURG
1854,KAYSER (RUE ALOYSE),LUXEMBOURG,LUXEMBOURG
1855,KENNEDY (AVENUE J-F),LUXEMBOURG,LUXEMBOURG
1856,KETTEN (RUE EVRARD),LUXEMBOURG,LUXEMBOURG
1857,KIEM (RUE DU),LUXEMBOURG,LUXEMBOURG
1858,KIRCHBERG (RUE DE),LUXEMBOURG,LUXEMBOURG
1859,KIRSCH (RUE MATHIAS),LUXEMBOURG,LUXEMBOURG
1860,KEUP (RUE ABBE JOS),LUXEMBOURG,LUXEMBOURG
1861,KLOPP (RUE NICO),LUXEMBOURG,LUXEMBOURG
1862,KNAFF (RUE ARTHUR),LUXEMBOURG,LUXEMBOURG
1863,KNAEPPCHEN,LUXEMBOURG,LUXEMBOURG
1864,KOCH (RUE ERNEST),LUXEMBOURG,LUXEMBOURG
1865,KOENIG (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
1866,KOWALSKY (RUE ALFRED),LUXEMBOURG,LUXEMBOURG
1867,KUHN (RUE FERDINAND),HOWALD,LUXEMBOURG
1868,KUTTER (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
1870,KOHLENBERG,LUXEMBOURG,LUXEMBOURG
1871,KOHNER (RUE PIERRE),LUXEMBOURG,LUXEMBOURG
1872,KOSTER (RUE LOU),LUXEMBOURG,LUXEMBOURG
1873,KEPLER (RUE JOHANNES),LUXEMBOURG,LUXEMBOURG
1880,KRIER (RUE PIERRE),LUXEMBOURG,LUXEMBOURG
1881,KALTREIS (BOULEVARD),LUXEMBOURG,LUXEMBOURG
1882,DROSBACH (IMPASSE),LUXEMBOURG,LUXEMBOURG
1882,KROLL (RUE GUILLAUME),LUXEMBOURG,LUXEMBOURG
1896,INNOVATION (RUE DE L'),KOCKELSCHEUER,LUXEMBOURG
1897,ACKERMANN (ALLEE LOUIS),KOCKELSCHEUER,LUXEMBOURG
1898,HAFF (RUE UM),KOCKELSCHEUER,LUXEMBOURG
1898,COMMUN (CHEMIN),KOCKELSCHEUER,LUXEMBOURG
1898,FERME (RUE DE LA),KOCKELSCHEUER,LUXEMBOURG
1898,ROESER (RUE DE),KOCKELSCHEUER,LUXEMBOURG
1898,SCHUMAN (RUE ROBERT),KOCKELSCHEUER,LUXEMBOURG
1898,WEISTROFFER (RUE MATHIAS),KOCKELSCHEUER,LUXEMBOURG
1898,JEANMATHIASHAFF,KOCKELSCHEUER,LUXEMBOURG
1898,ALINE GRUN (RUE),KOCKELSCHEUER,LUXEMBOURG
1898,GRUN (RUE ALINE),KOCKELSCHEUER,LUXEMBOURG
1899,DUTREUX (RUE AUGUSTE),KOCKELSCHEUER,LUXEMBOURG
